x,y
10.531704728172933,24.395833333333258
23.53170472817294,24.395833333333258
0.0,16.238211938604415
4.7094002629220295,0.2500000000001515
13.331838348194758,0.2500000000000757
47.26421276214504,24.395833333333332
72.35691996062087,24.399363579123815
94.37127663487833,24.39823649186576
94.94246570504492,0.25
36.086086627292985,0.23142035953875656
36.086086627292985,9.250000000000266
71.8348074983537,9.333333333333558
71.8348074983537,0.25000000000003764
40.81765834001545,9.261029699332692
36.086086627292985,4.750000000000153
45.806656074039964,9.272659480791674
49.2496249430613,9.280685336414674
53.96044706282334,9.291666666666908
60.410743382669956,9.306702860416582
64.45266733032624,9.316124931680417
68.24952169836878,9.324975724742666
71.8348074983537,6.510416666666666
71.8348074983537,3.302083333333333
38.53645833333333,9.250000000000266
39.36458333333332,9.250000000000266
37.70833333333333,9.250000000000266
42.71875000000001,9.250000000000266
41.55208333333333,9.250000000000266
43.74479166666667,9.250000000000266
47.05208333333334,9.250000000000266
47.83333333333333,9.250000000000266
51.432291666666664,9.250000000000266
52.11458333333334,9.250000000000266
50.06770833333332,9.250000000000266
56.20312500000001,9.250000000000266
58.56387664697982,9.250000000000266
57.56770833333333,9.250000000000266
61.416666666666664,9.250000000000266
62.39062500000001,9.250000000000266
63.41145833333333,9.250000000000266
65.359375,9.250000000000266
66.47916666666666,9.250000000000266
67.30729166666667,9.250000000000266
69.20833333333334,9.250000000000266
70.08333333333334,9.250000000000266
71.8348074983537,9.250000000000266
71.83480749835368,7.130208333333333
71.8348074983537,8.057291666666664
71.8348074983537,5.427083333333333
71.8348074983537,4.505208333333333
71.8348074983537,2.7552083333333326
71.8348074983537,2.0729166666666665
71.8348074983537,0.7552083333333335
36.086086627292985,8.239583333333334
36.086086627292985,7.734375
36.086086627292985,6.796875
36.086086627292985,3.947916666666666
36.086086627292985,5.546875000000001
36.086086627292985,2.34375
36.086086627292985,3.28125
36.086086627292985,1.4479166666666665
36.086086627292985,0.8645833333333333
